exercise_id,name,name_key,equipment,mechanic,movement_pattern,category,skill_level,difficulty_level,primaryMuscles,secondaryMuscles,contraindications,fatigue_score,stimulus_score,sfr_ratio,axial_load,recovery_time_hours,order_priority,goal_Strength,goal_Muscle,goal_WeightLoss,goal_Endurance,goal_General,Strength_min_reps,Strength_max_reps,Strength_rest_seconds,Strength_sets,Muscle_min_reps,Muscle_max_reps,Muscle_rest_seconds,Muscle_sets,WeightLoss_min_reps,WeightLoss_max_reps,WeightLoss_rest_seconds,WeightLoss_sets,Endurance_min_reps,Endurance_max_reps,Endurance_rest_seconds,Endurance_sets,General_min_reps,General_max_reps,General_rest_seconds,General_sets
588d43a6e5cd11e4,Curl – Barbell,curl,barbell,isolation,elbow_flexion,strength,intermediate,3,biceps,forearms,bicep_tendinitis|elbow_tendinitis|golfers_elbow,3,6,2,1,24,5,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3
f112aaf567545a62,Curl – Bodyweight,curl,body only,isolation,elbow_flexion,strength,intermediate,3,biceps|lats,forearms,bicep_tendinitis|elbow_tendinitis|golfers_elbow,1,6,6,0,24,5,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3
f99c871e1a054f54,Curl – Dumbbell,curl,dumbbell,isolation,elbow_flexion,strength,intermediate,3,biceps,forearms,bicep_tendinitis|elbow_tendinitis|golfers_elbow,2,6,3,0,24,5,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3
e50dfc74f2c8bf23,Curl – Machine,curl,machine,isolation,elbow_flexion,strength,beginner,3,biceps,forearms,bicep_tendinitis|elbow_tendinitis|golfers_elbow,1,7,7,0,24,5,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3
412bc4693b809a2e,Dead Bug,dead bug,body only,compound,core_flexion,strength,beginner,2,abdominals,,diastasis_recti|disc_herniation|lower_back_injury,3,5,1.67,1,24,2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
b49f48f483fb1103,Deadlift with Bands,deadlift with bands,barbell,compound,hip_hinge,powerlifting,beginner,5,lower_back,forearms|glutes|hamstrings|middle_back|quadriceps|traps,disc_herniation|lower_back_injury|sciatica,10,10,1,10,84,2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
03886438daeded82,Deadlift with Chains,deadlift with chains,barbell,compound,hip_hinge,powerlifting,advanced,5,lower_back,forearms|glutes|hamstrings|middle_back|quadriceps|traps,disc_herniation|lower_back_injury|sciatica,10,10,1,10,84,2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
9df2620b51ae5ae9,Deadlift – Barbell,deadlift,barbell,compound,hip_hinge,strength,intermediate,3,glutes|hamstrings|lower_back,calves|forearms|traps|quadriceps,disc_herniation|lower_back_injury|sciatica,10,10,1,10,72,2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
6e6fcefbc1a162e3,Deadlift – Dumbbell,deadlift,dumbbell,compound,hip_hinge,strength,intermediate,3,glutes|hamstrings|lower_back,calves|forearms|traps|quadriceps,disc_herniation|lower_back_injury|sciatica,10,10,1,9,72,2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
84f84b62708e34fb,Deadlift – Fat Bar,deadlift fat bar,body only,compound,hip_hinge,strength,intermediate,3,forearms|glutes|hamstrings|lower_back,calves|traps|quadriceps,disc_herniation|lower_back_injury|sciatica,9,9,1,9,72,2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
b791f580ae80fb9a,Deadlift – Trap Bar High Handles,deadlift bar high handles,body only,compound,hip_hinge,strength,intermediate,3,glutes|hamstrings|lower_back,calves|forearms|traps|quadriceps,disc_herniation|lower_back_injury|sciatica,9,9,1,9,72,2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
2560d2eaebc115ca,Deadlift – Trap Bar Low Handles,deadlift bar low handles,body only,compound,hip_hinge,strength,intermediate,3,glutes|hamstrings|lower_back,calves|forearms|traps|quadriceps,disc_herniation|lower_back_injury|sciatica,9,9,1,9,72,2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
5a432f632078c396,Decline Barbell Bench Press,decline bench press,barbell,compound,horizontal_push,strength,beginner,2,chest,shoulders|triceps,pec_tear|rotator_cuff_tear|shoulder_impingement,8,9,1.12,3,36,2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
5a432f632078c396,Decline Bench Press – Barbell,decline bench press,barbell,compound,horizontal_push,strength,intermediate,3,chest,shoulders|triceps,pec_tear|rotator_cuff_tear|shoulder_impingement,8,9,1.12,3,48,2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
8ca5dfdfc8854a35,Decline Bench Press – Dumbbell,decline bench press,dumbbell,compound,horizontal_push,strength,intermediate,3,chest|shoulders,triceps,pec_tear|rotator_cuff_tear|shoulder_impingement,7,9,1.29,2,48,2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
a40e34559c9ccb65,Decline Bench Press – Machine,decline bench press,machine,compound,horizontal_push,strength,beginner,3,chest|shoulders|triceps,shoulders,pec_tear|rotator_cuff_tear|shoulder_impingement,4,8,2,0,48,2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
34646ab420e62312,Decline Close-Grip Bench To Skull Crusher,decline close grip bench to skull crusher,barbell,compound,elbow_extension,strength,intermediate,3,triceps,chest|shoulders,elbow_tendinitis|tennis_elbow|tricep_tendinitis,5,7,1.4,1,24,2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
2a942182c374642e,Decline Crunch,decline crunch,body only,isolation,core_flexion,strength,intermediate,3,abdominals,,diastasis_recti|disc_herniation|lower_back_injury,1,5,5,1,24,5,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3
8ca5dfdfc8854a35,Decline Dumbbell Bench Press,decline bench press,dumbbell,compound,horizontal_push,strength,beginner,2,chest,shoulders|triceps,pec_tear|rotator_cuff_tear|shoulder_impingement,7,9,1.29,2,36,2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
ba2001f3512e7a9f,Decline Dumbbell Flyes,decline flyes,dumbbell,isolation,horizontal_push,strength,beginner,2,chest,,pec_tear|rotator_cuff_tear|shoulder_impingement,5,8,1.6,2,36,5,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3
264a9fe85b1f486a,Decline Dumbbell Triceps Extension,decline triceps extension,dumbbell,isolation,elbow_extension,strength,beginner,2,triceps,,elbow_tendinitis|tennis_elbow|tricep_tendinitis,2,6,3,0,24,5,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3
35042720c0b71ed4,Decline EZ Bar Triceps Extension,decline bar triceps extension,barbell,isolation,elbow_extension,strength,beginner,2,triceps,,elbow_tendinitis|tennis_elbow|tricep_tendinitis,3,6,2,1,24,5,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3
1304021aa42e6595,Decline Oblique Crunch,decline oblique crunch,body only,compound,core_flexion,strength,beginner,2,abdominals,,diastasis_recti|disc_herniation|lower_back_injury,3,5,1.67,1,24,2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
c7e948c2a88e44a0,Decline Push-Up,decline push up,body only,compound,horizontal_push,strength,beginner,2,chest,shoulders|triceps,pec_tear|rotator_cuff_tear|shoulder_impingement,6,8,1.33,2,36,2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
7bd386d45db20e1c,Decline Reverse Crunch,decline reverse crunch,body only,compound,core_flexion,strength,beginner,2,abdominals,,diastasis_recti|disc_herniation|lower_back_injury,3,5,1.67,1,24,2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
c32852f930f7cb2d,Decline Sit-Up,decline sit up,body only,compound,core_flexion,strength,intermediate,3,abdominals,abdominals,diastasis_recti|disc_herniation|lower_back_injury,3,5,1.67,1,24,2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
6efd125022b19f44,Decline Smith Press,decline press,machine,compound,horizontal_push,strength,beginner,2,chest,shoulders|triceps,pec_tear|rotator_cuff_tear|shoulder_impingement,4,8,2,0,36,2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
ca6f74ec8c7f32df,Deficit Deadlift,deficit deadlift,barbell,compound,hip_hinge,powerlifting,advanced,3,lower_back,forearms|glutes|hamstrings|middle_back|quadriceps|traps,disc_herniation|lower_back_injury|sciatica,10,10,1,10,72,2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
07e7c53b7751bf2c,Depth Jump Leap,depth jump leap,other,compound,squat,plyometrics,beginner,2,quadriceps,abductors|adductors|calves|glutes|hamstrings,hip_impingement|knee_injury|lower_back_injury,8,9,1.12,8,60,2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
5bee28e52c1931b2,Dip Machine,dip,machine,compound,horizontal_push,strength,beginner,2,triceps,chest|shoulders,pec_tear|rotator_cuff_tear|shoulder_impingement,4,8,2,0,36,2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
7d042b4fc2b1f8f9,Dip – Bar,dip bar,body only,compound,horizontal_push,strength,intermediate,3,chest|triceps,shoulders,pec_tear|rotator_cuff_tear|shoulder_impingement,6,8,1.33,2,48,2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
a52b3a31f5c9bfc4,Dip – Bench,dip bench,body only,compound,horizontal_push,strength,intermediate,3,triceps,chest|shoulders,pec_tear|rotator_cuff_tear|shoulder_impingement,6,8,1.33,2,48,2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
465dfa0ef2e991e4,Dips - Chest Version,dips chest version,other,compound,horizontal_push,strength,intermediate,3,chest,shoulders|triceps,pec_tear|rotator_cuff_tear|shoulder_impingement,6,8,1.33,2,48,2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
f06bed53f01b2ff1,Dips - Triceps Version,dips triceps version,body only,compound,horizontal_push,strength,beginner,2,triceps,chest|shoulders,pec_tear|rotator_cuff_tear|shoulder_impingement,6,8,1.33,2,36,2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
1e6044aef4515749,Donkey Calf Raises,donkey calf raises,other,isolation,calf,strength,intermediate,3,calves,,achilles_tendinitis|ankle_injury|plantar_fasciitis,1,5,5,3,24,5,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3
0aaad51612af0fa6,Double Kettlebell Alternating Hang Clean,double alternating hang clean,kettlebell,compound,hip_hinge,strength,advanced,3,hamstrings,biceps|calves|forearms|glutes|lower_back|quadriceps|traps,disc_herniation|lower_back_injury|sciatica,10,9,0.9,9,72,2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
71ba51005d3f0a81,Double Kettlebell Jerk,double jerk,kettlebell,compound,vertical_push,strength,intermediate,3,shoulders,calves|quadriceps|triceps,neck_injury|rotator_cuff_tear|shoulder_impingement,8,7,0.88,6,48,2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
37ee1f960aa0f7eb,Double Kettlebell Push Press,double push press,kettlebell,compound,vertical_push,strength,intermediate,3,shoulders,calves|quadriceps|triceps,neck_injury|rotator_cuff_tear|shoulder_impingement,7,7,1,6,48,2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
e105a17947223068,Double Kettlebell Snatch,double snatch,kettlebell,compound,other,strength,advanced,5,shoulders,glutes|hamstrings|quadriceps,lower_back_injury|shoulder_impingement|wrist_injury,8,5,0.62,2,48,2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
db8420d4d7654c80,Double Kettlebell Windmill,double windmill,kettlebell,compound,core_flexion,strength,advanced,3,abdominals,glutes|hamstrings|shoulders|triceps,diastasis_recti|disc_herniation|lower_back_injury,4,5,1.25,1,24,2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
da6021450fc61ab6,Double Leg Butt Kick,double leg butt kick,body only,compound,squat,plyometrics,beginner,2,quadriceps,abductors|adductors|calves|glutes|hamstrings,hip_impingement|knee_injury|lower_back_injury,8,9,1.12,8,60,2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
ad139eab28eeef33,Downward Facing Balance,downward facing balance,exercise ball,isolation,hip_hinge,strength,intermediate,3,glutes,abdominals|hamstrings,disc_herniation|lower_back_injury|sciatica,7,9,1.29,9,48,5,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3
96892660f9b3865f,Drag Curl,drag curl,barbell,isolation,elbow_flexion,strength,intermediate,3,biceps,forearms,bicep_tendinitis|elbow_tendinitis|golfers_elbow,3,6,2,1,24,5,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3
2eb21531e5159a8c,Drinking Bird Row – Band,drinking bird row,band,compound,horizontal_pull,strength,beginner,3,lats|lower_back|traps,biceps|glutes|hamstrings,bicep_tendinitis|lower_back_injury,5,8,1.6,4,48,2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
01a83ab4dc978dc1,Drop Push,drop push,other,compound,horizontal_push,plyometrics,intermediate,3,chest,shoulders|triceps,pec_tear|rotator_cuff_tear|shoulder_impingement,6,8,1.33,2,48,2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
420231562a4554c2,Dumbbell Alternate Bicep Curl,alternate bicep curl,dumbbell,isolation,elbow_flexion,strength,beginner,2,biceps,forearms,bicep_tendinitis|elbow_tendinitis|golfers_elbow,2,6,3,0,24,5,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3
53f1fb8e9c56e180,Dumbbell Bench Press,bench press,dumbbell,compound,horizontal_push,strength,beginner,2,chest,shoulders|triceps,pec_tear|rotator_cuff_tear|shoulder_impingement,7,9,1.29,2,36,2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
a8a90b54e8c3268d,Dumbbell Bench Press with Neutral Grip,bench press with neutral grip,dumbbell,compound,horizontal_push,strength,beginner,2,chest,shoulders|triceps,pec_tear|rotator_cuff_tear|shoulder_impingement,7,9,1.29,2,36,2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
e49035c955d5d6b1,Dumbbell Bicep Curl,bicep curl,dumbbell,isolation,elbow_flexion,strength,beginner,2,biceps,forearms,bicep_tendinitis|elbow_tendinitis|golfers_elbow,2,6,3,0,24,5,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3
6f0ab83844088cb0,Dumbbell Clean,clean,dumbbell,compound,hip_hinge,strength,intermediate,3,hamstrings,calves|forearms|glutes|lower_back|quadriceps|shoulders|traps,disc_herniation|lower_back_injury|sciatica,10,10,1,9,72,2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
a28f7f7f4e17824c,Dumbbell Floor Press,floor press,dumbbell,compound,horizontal_push,powerlifting,intermediate,3,triceps,chest|shoulders,pec_tear|rotator_cuff_tear|shoulder_impingement,7,9,1.29,2,48,2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
3b6fa630190c9a6d,Dumbbell Flyes,flyes,dumbbell,isolation,horizontal_push,strength,beginner,2,chest,,pec_tear|rotator_cuff_tear|shoulder_impingement,5,8,1.6,2,36,5,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3
dcc5cb4ac5092f95,Dumbbell Incline Row,incline row,dumbbell,compound,horizontal_pull,strength,beginner,2,middle_back,biceps|forearms|lats|shoulders,bicep_tendinitis|lower_back_injury,7,9,1.29,3,36,2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
28a771fb8ab05c70,Dumbbell Incline Shoulder Raise,incline shoulder raise,dumbbell,isolation,shoulder_raise,strength,beginner,2,shoulders,triceps,rotator_cuff_tear|shoulder_impingement,2,6,3,0,24,5,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3
61bfafbd722340d2,Dumbbell Lunges,lunges,dumbbell,compound,lunge,strength,beginner,2,quadriceps,calves|glutes|hamstrings,ankle_injury|hip_impingement|knee_injury,8,8,1,5,36,2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
58cb22fb95e1bfe5,Dumbbell Lying Pronation,lying pronation,dumbbell,isolation,elbow_flexion,strength,intermediate,3,forearms,,bicep_tendinitis|elbow_tendinitis|golfers_elbow,2,6,3,0,24,5,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3
fe5df7350ea43464,Dumbbell Lying Rear Lateral Raise,lying rear lateral raise,dumbbell,isolation,shoulder_raise,strength,intermediate,3,shoulders,,rotator_cuff_tear|shoulder_impingement,2,6,3,0,24,5,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3
2fc01b2f69e70bd1,Dumbbell Lying Supination,lying supination,dumbbell,isolation,elbow_flexion,strength,intermediate,3,forearms,,bicep_tendinitis|elbow_tendinitis|golfers_elbow,2,6,3,0,24,5,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3
b801f489f2ab6656,Dumbbell One-Arm Triceps Extension,one arm triceps extension,dumbbell,isolation,elbow_extension,strength,intermediate,3,triceps,,elbow_tendinitis|tennis_elbow|tricep_tendinitis,2,6,3,0,24,5,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3
b3e549c74b97fba5,Dumbbell Prone Incline Curl,prone incline curl,dumbbell,isolation,elbow_flexion,strength,intermediate,3,biceps,,bicep_tendinitis|elbow_tendinitis|golfers_elbow,2,6,3,0,24,5,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3
5a6bab4963f7121c,Dumbbell Raise,raise,dumbbell,isolation,other,strength,beginner,2,shoulders,biceps,,3,5,1.67,2,24,5,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3
1ab395661e14f371,Dumbbell Rear Lunge,rear lunge,dumbbell,compound,lunge,strength,intermediate,3,quadriceps,calves|glutes|hamstrings,ankle_injury|hip_impingement|knee_injury,8,8,1,5,48,2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
ae7bbf98da44bcc0,Dumbbell Scaption,scaption,dumbbell,isolation,shoulder_raise,strength,beginner,2,shoulders,traps,rotator_cuff_tear|shoulder_impingement,2,6,3,1,24,5,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3
2087078f63c5da8d,Dumbbell Seated Box Jump,seated box jump,dumbbell,compound,squat,plyometrics,intermediate,3,quadriceps,calves|glutes|hamstrings,hip_impingement|knee_injury|lower_back_injury,9,10,1.11,6,72,2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
411ef8b581ef5fca,Dumbbell Shoulder Press,shoulder press,dumbbell,compound,vertical_push,strength,intermediate,3,shoulders,triceps,neck_injury|rotator_cuff_tear|shoulder_impingement,7,8,1.14,6,48,2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
0ef419c1d40f06bc,Dumbbell Shrug,shrug,dumbbell,isolation,shoulder_raise,strength,beginner,2,traps,,rotator_cuff_tear|shoulder_impingement,2,6,3,1,24,5,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3
2af5ff71e3e84310,Dumbbell Side Bend,side bend,dumbbell,isolation,core_flexion,strength,beginner,2,abdominals,,diastasis_recti|disc_herniation|lower_back_injury,2,5,2.5,1,24,5,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3
0bd86afbd6c9213f,Dumbbell Squat,squat,dumbbell,compound,squat,strength,beginner,2,quadriceps,calves|glutes|hamstrings|lower_back,hip_impingement|knee_injury|lower_back_injury,9,10,1.11,8,60,2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
eacb547612c9e81d,Dumbbell Squat To A Bench,squat to a bench,dumbbell,compound,squat,strength,intermediate,3,quadriceps,calves|glutes|hamstrings|lower_back,hip_impingement|knee_injury|lower_back_injury,9,10,1.11,8,72,2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
854865bedd1407b4,Dumbbell Step Ups,step ups,dumbbell,compound,lunge,strength,intermediate,3,quadriceps,calves|glutes|hamstrings,ankle_injury|hip_impingement|knee_injury,8,8,1,5,48,2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
953ae725bd588ca5,Dumbbell Tricep Extension -Pronated Grip,tricep extension pronated grip,dumbbell,isolation,elbow_extension,strength,beginner,2,triceps,,elbow_tendinitis|tennis_elbow|tricep_tendinitis,2,6,3,0,24,5,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3
fb57cd59383244bf,EZ-Bar Curl,bar curl,e-z curl bar,isolation,elbow_flexion,strength,beginner,2,biceps,,bicep_tendinitis|elbow_tendinitis|golfers_elbow,2,6,3,0,24,5,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3
738fae211b987aa4,EZ-Bar Skullcrusher,bar skullcrusher,e-z curl bar,isolation,elbow_extension,strength,beginner,2,triceps,forearms,elbow_tendinitis|tennis_elbow|tricep_tendinitis,2,6,3,0,24,5,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3
bd5c2de0e3e8dbf3,Eccentric Bicep Curl – Machine,eccentric bicep curl,machine,isolation,elbow_flexion,strength,beginner,3,biceps,forearms,bicep_tendinitis|elbow_tendinitis|golfers_elbow,1,7,7,0,24,5,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3
dc173ccd601249d1,Eccentric Chest Press,eccentric chest press,body only,compound,horizontal_push,strength,intermediate,3,chest,,pec_tear|rotator_cuff_tear|shoulder_impingement,6,8,1.33,2,48,2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
8d25390855e9291a,Eccentric Heel Drop,eccentric heel drop,body only,compound,other,strength,intermediate,3,calves,,,4,5,1.25,2,36,2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
0b7ade93f21e94df,Eccentric Leg Extension,eccentric leg extension,body only,isolation,knee_extension,strength,beginner,3,quadriceps,,acl_injury|knee_injury|patellar_tendinitis,2,6,3,0,36,5,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3
fab16e639a235fb0,Elevated Back Lunge,elevated back lunge,barbell,compound,lunge,strength,intermediate,3,quadriceps,glutes|hamstrings,ankle_injury|hip_impingement|knee_injury,9,8,0.89,6,48,2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
db278bd2f1ffc612,Elevated Cable Rows,elevated rows,cable,compound,horizontal_pull,strength,intermediate,3,lats,middle_back|traps,bicep_tendinitis|lower_back_injury,5,8,1.6,4,48,2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
76d6742a460cbb40,Exercise Ball Crunch,exercise ball crunch,exercise ball,isolation,core_flexion,strength,beginner,2,abdominals,,diastasis_recti|disc_herniation|lower_back_injury,1,5,5,1,24,5,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3
29db5e0330f3dc8f,Exercise Ball Pull-In,exercise ball pull in,exercise ball,compound,core_flexion,strength,beginner,2,abdominals,,diastasis_recti|disc_herniation|lower_back_injury,3,5,1.67,1,24,2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
a97d6250487620cf,Extended Range One-Arm Kettlebell Floor Press,extended range one arm floor press,kettlebell,compound,horizontal_push,strength,beginner,2,chest,shoulders|triceps,pec_tear|rotator_cuff_tear|shoulder_impingement,7,8,1.14,2,36,2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
916aefcfc3f53289,External Rotation,external rotation,dumbbell,isolation,other,strength,beginner,2,shoulders,,,3,5,1.67,2,24,5,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3
dbdc6d3dad359f0b,External Rotation with Band,external rotation with,band,isolation,other,strength,beginner,2,shoulders,,,1,5,5,1,24,5,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3
9ec33f16f3d2a672,External Rotation with Cable,external rotation with,cable,isolation,other,strength,beginner,2,shoulders,,,1,6,6,1,24,5,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3
4859fd796d051e0b,External Shoulder Rotation – Band,external shoulder rotation,band,compound,other,strength,beginner,3,shoulders,,,3,5,1.67,1,36,2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
51ad81bf8c839f84,External Shoulder Rotation – Cable,external shoulder rotation,cable,compound,other,strength,intermediate,3,shoulders,forearms|shoulders,,3,5,1.67,1,36,2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
6ddc2ef2729ea74f,Face Pull,face pull,cable,isolation,horizontal_pull,strength,intermediate,3,shoulders,middle_back,bicep_tendinitis|lower_back_injury,3,9,3,4,48,5,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3
eae2feea982ec4d5,Farmer's Walk,farmer s walk,other,compound,other,strongman,intermediate,3,forearms,abdominals|glutes|hamstrings|lower_back|quadriceps|traps,,4,5,1.25,2,36,2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
