sample_id,type,user_message,model_output
121,injury,"Need workout plan with hip stiffness
[Context] Level: Advanced | Goal: General | Days: 5 | Injury: hip(moderate,6/10) | Equipment: dumbbell,other,kettlebells,cable,exercise ball,body only","PLAN:5d Bro Split|General|Advanced|4w
INJ:hip(moderate,6/10):use machines, avoid deep squats;knee(mild,3/10):limit depth on squats, avoid jumping
FB:easier pref,rating 3.6,38 sessions
---
D1:Chest[chest,triceps]59min
1.Suspended Push-Up|3x8-15|60s|C|RPE8|other
2.Parallel Bar Dip|3x8-15|60s|C|RPE10|other
3.Overhead Tricep Extension – Cable With Rope|3x10-15|60s|I|RPE10|cable
4.Push-Up Wide|3x8-15|60s|C|RPE10|body only
5.Kneeling Cable Triceps Extension|3x10-15|60s|I|RPE8|cable
---
D2:Back[lats,middle back,biceps]70min
1.Alternating Renegade Row|3x8-15|60s|C|RPE7|kettlebells
2.Monkey Row|3x8-15|60s|C|RPE8|body only
3.London Bridges|3x8-15|60s|C|RPE10|other
4.V-Bar Pulldown|3x8-15|60s|C|RPE8|cable
5.Palms-Down Dumbbell Wrist Curl Over A Bench|3x10-15|60s|I|RPE10|dumbbell
6.Straight Arm Lat Pulldown|3x8-15|60s|C|RPE9|cable
---
D3:Shoulders[shoulders,abdominals]45min
1.Two-Arm Kettlebell Military Press|3x8-15|60s|C|RPE7|kettlebells
2.Standing Dumbbell Press|3x8-15|60s|C|RPE8|dumbbell
3.Front Dumbbell Raise|3x10-15|60s|I|RPE8|dumbbell
4.Side Plank|3x8-15|60s|C|RPE8|body only
5.Front Cable Raise|3x10-15|60s|I|RPE7|cable
6.Standing Cable Lift|3x8-15|60s|C|RPE8|cable
---
D4:Legs[quadriceps,hamstrings,glutes,calves]62min
1.Donkey Calf Raises|3x10-15|60s|I|RPE9|other|*MONITOR
2.Eccentric Leg Extension|3x10-15|60s|I|RPE7|body only|*MONITOR
3.Ball Leg Curl|3x10-15|60s|I|RPE8|exercise ball|*MONITOR
4.Alternating Single-Arm Dead Clean to Push Press – Kettlebell|3x8-15|60s|C|RPE9|kettlebells|*MONITOR
5.Dumbbell Seated One-Leg Calf Raise|3x10-15|60s|I|RPE8|dumbbell|*MONITOR
---
D5:Arms[biceps,triceps,forearms]53min
1.Overhead Cable Curl|3x10-15|60s|I|RPE8|cable
2.One-Handed Overhead Tricep Extension – Dumbbell|3x10-15|60s|I|RPE8|dumbbell
3.Standing Low-Pulley Deltoid Raise|3x10-15|60s|I|RPE10|cable
4.Dumbbell Bicep Curl|3x10-15|60s|I|RPE10|dumbbell
5.Tricep Dumbbell Kickback|3x10-15|60s|I|RPE7|dumbbell
6.One-Handed Wrist Extension – Dumbbell|3x10-15|60s|I|RPE9|dumbbell
---
PROG:Increase reps before adding weight
DELOAD:Week 4: active recovery only"
122,injury,"Need workout plan with upper_back pain
[Context] Level: Advanced | Goal: General | Days: 3 | Injury: upper_back(moderate,4/10) | Equipment: machine,bands,e-z curl bar,medicine ball,barbell,body only","PLAN:3d Full Body x3|General|Advanced|4w
INJ:upper_back(moderate,4/10):use machines for back work;elbow(mild,2/10):reduce isolation arm volume
---
D1:Full Body A[chest,lats,quadriceps,abdominals]47min
1.Lying Close-Grip Barbell Triceps Press To Chin|3x8-15|60s|C|RPE7|e-z curl bar|*MONITOR
2.Decline Push-Up|3x8-15|60s|C|RPE7|body only
3.Pronated Grip Lat Pulldown|3x8-15|60s|C|RPE8|cable|*LIGHT
4.Pullups|3x8-15|60s|C|RPE10|body only|*LIGHT
5.Stride Jump Crossover|3x8-15|60s|C|RPE7|cable
6.Double Leg Butt Kick|3x8-15|60s|C|RPE8|body only
---
D2:Full Body B[shoulders,middle back,hamstrings,biceps]40min
1.Return Push from Stance|3x8-15|60s|C|RPE10|medicine ball
2.Leverage Shoulder Press|3x8-15|60s|C|RPE10|machine
3.Clean Deadlift|3x8-15|60s|C|RPE10|barbell
4.Hang Snatch - Below Knees|3x8-15|60s|C|RPE9|barbell
5.Standing Biceps Cable Curl|3x10-15|60s|I|RPE10|cable|*MONITOR
6.Lateral Raise - With Bands|3x10-15|60s|I|RPE9|bands
---
D3:Full Body C[chest,lats,glutes,triceps]63min
1.Chest Push with Run Release|3x8-15|60s|C|RPE10|medicine ball
2.Barbell Bench Press - Medium Grip|3x8-15|60s|C|RPE8|barbell
3.One-Arm Row Lunge – Band|3x8-15|60s|C|RPE9|bands|*LIGHT
4.Barbell Walking Lunge|3x8-15|60s|C|RPE8|barbell
5.Skull Crusher – Cable with Rope|3x8-15|60s|C|RPE10|cable|*MONITOR
6.Cable Iron Cross|3x10-15|60s|I|RPE10|cable
---
PROG:Add 1 rep per set each week
DELOAD:Week 4: active recovery only"
123,regular,"Build a 3 day endurance routine
[Context] Level: Intermediate | Goal: Endurance | Days: 3 | Body fat: 10.1% (lean) | Muscle mass: 46.0kg (high) | Feedback: easier difficulty, rating 4.0, 21 sessions done | Equipment: other,machine,exercise ball,bands,cable,kettlebells,body only,e-z curl bar","PLAN:3d Full Body x3|Endurance|Intermediate|10w
FB:easier pref,rating 4.0,21 sessions
---
D1:Full Body A[chest,lats,quadriceps,abdominals]61min
1.One-Handed Standing Chest Fly – Cable|2x20-30|20s|I|RPE8|cable
2.Low Chest Fly – Cable|2x20-30|20s|I|RPE7|cable
3.Rope Straight-Arm Pulldown|2x20-30|20s|I|RPE9|cable
4.Bent-Arm Barbell Pullover|2x20-30|20s|I|RPE7|barbell
5.Stride Jump Crossover|3x15-25|30s|C|RPE9|cable
6.Barbell Squat|3x15-25|30s|C|RPE8|barbell
---
D2:Full Body B[shoulders,middle back,hamstrings,biceps]68min
1.Crucifix|2x20-30|20s|I|RPE10|other
2.One-Arm Kettlebell Military Press To The Side|3x15-25|30s|C|RPE10|kettlebells
3.Face Pull|2x20-30|20s|I|RPE10|cable
4.Bent Over Low-Pulley Side Lateral|2x20-30|20s|I|RPE10|cable
5.Glute Kickback|2x20-30|20s|I|RPE10|body only
6.Quadruped Hip Extension|2x20-30|20s|I|RPE9|body only
---
D3:Full Body C[chest,lats,glutes,triceps]53min
1.One-Handed Standing Chest Fly – Cable|2x20-30|20s|I|RPE9|cable
2.Standing Chest Fly – Cable|2x20-30|20s|I|RPE7|cable
3.Face Pull|2x20-30|20s|I|RPE10|cable
4.Incline Bench Pull|2x20-30|20s|I|RPE7|barbell
5.Step-up with Knee Raise|2x20-30|20s|I|RPE7|body only
6.Barbell Step Ups|3x15-25|30s|C|RPE8|barbell
---
PROG:Add 2.5-5% weight when hitting top reps
DELOAD:Week 10: reduce volume 40%, keep intensity"
124,injury,"Adjust training for neck issue
[Context] Level: Intermediate | Goal: General | Days: 4 | Injury: neck(moderate,5/10) | Equipment: exercise ball,bands,e-z curl bar,dumbbell,machine,cable","PLAN:4d PPLA|General|Intermediate|10w
INJ:neck(moderate,5/10):skip overhead pressing
---
D1:Push[chest,shoulders,triceps]68min
1.Dip Machine|3x8-15|60s|C|RPE9|machine
2.Standing Cable Chest Press|3x8-15|60s|C|RPE7|cable
3.Machine Shoulder (Military) Press|3x8-15|60s|C|RPE9|machine
4.Alternating Arnold Press – Dumbbell|3x8-15|60s|C|RPE10|dumbbell
5.Skull Crusher – Cable with Rope|3x8-15|60s|C|RPE7|cable
6.Single-Arm Push-Up|3x8-15|60s|C|RPE8|body only
---
D2:Pull[lats,middle back,biceps]48min
1.Low Pulley Row To Neck|3x8-15|60s|C|RPE10|cable
2.Close Grip Seated Row|3x8-15|60s|C|RPE8|body only|*LIGHT
3.Pull-Up|3x8-15|60s|C|RPE8|body only
4.V-Bar Pulldown|3x8-15|60s|C|RPE8|cable
5.Lying Supine Dumbbell Curl|3x10-15|60s|I|RPE10|dumbbell
6.Underhand Grip Inverted Row|3x8-15|60s|C|RPE10|body only|*LIGHT
---
D3:Legs[quadriceps,hamstrings,glutes,calves]60min
1.Single Leg Butt Kick|3x8-15|60s|C|RPE7|body only
2.Double Leg Butt Kick|3x8-15|60s|C|RPE9|body only
3.Hip Thrust – Band|3x8-15|60s|C|RPE9|bands
4.Dumbbell Clean|3x8-15|60s|C|RPE8|dumbbell
5.Lunge Sprint|3x8-15|60s|C|RPE7|machine
6.Alternating Side Lunge Pull – Plate|3x8-15|60s|C|RPE8|body only
---
D4:Arms + Abs[biceps,triceps,shoulders,abdominals]56min
1.Close-Grip EZ-Bar Curl with Band|3x10-15|60s|I|RPE10|e-z curl bar
2.Skull Crusher – Cable with Rope|3x8-15|60s|C|RPE10|cable
3.One-Handed Leaning Lateral Raise – Dumbbell|3x10-15|60s|I|RPE9|dumbbell
4.Dead Bug|3x8-15|60s|C|RPE9|body only
5.Rope Wave|3x8-15|60s|C|RPE9|body only|*LIGHT
6.Reverse Grip Triceps Pushdown|3x10-15|60s|I|RPE10|cable
---
PROG:Add 1 rep per set each week
DELOAD:Week 10: reduce volume 40%, keep intensity"
125,regular,"Generate a 3-day strength workout plan
[Context] Level: Advanced | Goal: Strength | Days: 3 | Equipment: other,cable,kettlebells,dumbbell,bands,exercise ball,e-z curl bar,body only","PLAN:3d Push/Pull/Legs|Strength|Advanced|12w
---
D1:Push[chest,shoulders,triceps]69min
1.Bench Press - With Bands|4x3-6|180s|C|RPE7|bands
2.Decline Dumbbell Bench Press|4x3-6|180s|C|RPE9|dumbbell
3.Shoulder Press - With Bands|4x3-6|180s|C|RPE8|bands
4.Machine Shoulder (Military) Press|4x3-6|180s|C|RPE9|machine
5.Skull Crusher – Dumbbell|4x3-6|180s|C|RPE10|dumbbell
6.Prone Incline Front Raise – Dumbbell|3x6-10|120s|I|RPE7|dumbbell
---
D2:Pull[lats,middle back,biceps]47min
1.Mixed Grip Chin|4x3-6|180s|C|RPE7|other
2.Standing Dumbbell Upright Row|4x3-6|180s|C|RPE9|dumbbell
3.V-Bar Pulldown|4x3-6|180s|C|RPE7|cable
4.Supinated Grip Lat Pulldown|4x3-6|180s|C|RPE8|cable
5.Bottoms-Up Clean From The Hang Position|4x3-6|180s|C|RPE10|kettlebells
6.One-Handed Row – Dumbbell|4x3-6|180s|C|RPE8|dumbbell
---
D3:Legs[quadriceps,hamstrings,glutes,calves]46min
1.Depth Jump Leap|4x3-6|180s|C|RPE9|other
2.Jump Squat – Bodyweight|4x3-6|180s|C|RPE10|body only
3.Seated Half Good Morning – Band|4x3-6|180s|C|RPE9|bands
4.Atlas Stones|4x3-6|180s|C|RPE10|other
5.Lunge – Bodyweight|4x3-6|180s|C|RPE10|body only
6.Bodyweight Walking Lunge|4x3-6|180s|C|RPE8|body only
---
PROG:Double progression: reps then weight
DELOAD:Week 12: reduce volume 40%, keep intensity"
126,regular,"Create a 5-day endurance program
[Context] Level: Beginner | Goal: Endurance | Days: 5 | Body fat: 29.6% (higher) | Muscle mass: 27.3kg (low) | Injuries: neck(severe,9/10),wrist(severe,8/10) | Feedback: harder difficulty, rating 4.9, 5 sessions done | Equipment: e-z curl bar,medicine ball,barbell,dumbbell,body only,bands,exercise ball,cable","PLAN:5d Bro Split|Endurance|Beginner|12w
INJ:neck(severe,9/10):skip all exercises with neck load;wrist(severe,8/10):skip gripping exercises, use machines only
FB:harder pref,rating 4.9,5 sessions
---
D1:Chest[chest,triceps]41min
1.Tricep Pushdown – Cable With Bar|2x20-30|20s|I|RPE8|cable
2.Straight-Arm Dumbbell Pullover|2x20-30|20s|I|RPE7|dumbbell
3.Standing Bent-Over Two-Arm Dumbbell Triceps Extension|2x20-30|20s|I|RPE8|dumbbell
---
D2:Back[lats,middle back,biceps]69min
1.Straight-Arm Pulldown|2x20-30|20s|I|RPE6|cable
2.Bent-Arm Barbell Pullover|2x20-30|20s|I|RPE8|barbell
3.Rotational Slam – Medicine Ball|3x15-25|30s|C|RPE8|medicine ball
4.Middle Back Shrug|2x20-30|20s|I|RPE7|dumbbell
5.In-Out Rope Wave|3x15-25|30s|C|RPE7|body only|*MODIFIED
---
D3:Shoulders[shoulders,abdominals]52min
1.Dumbbell Scaption|2x20-30|20s|I|RPE7|dumbbell
2.Seated Barbell Twist|2x20-30|20s|I|RPE8|barbell
3.Internal Rotation with Band|2x20-30|20s|I|RPE8|bands
4.Standing Cable Wood Chop|3x15-25|30s|C|RPE6|cable
---
D4:Legs[quadriceps,hamstrings,glutes,calves]41min
1.Dumbbell Squat|3x15-25|30s|C|RPE7|dumbbell
2.Snatch Balance|3x15-25|30s|C|RPE8|barbell
3.Quadruped Hip Extension|2x20-30|20s|I|RPE6|body only
4.Butt Lift (Bridge)|2x20-30|20s|I|RPE7|body only
5.Step-up with Knee Raise|2x20-30|20s|I|RPE7|body only
6.Dumbbell Rear Lunge|3x15-25|30s|C|RPE7|dumbbell
---
D5:Arms[biceps,triceps,forearms]53min
1.Cable Lying Triceps Extension|2x20-30|20s|I|RPE7|cable
2.One-Arm Incline Lateral Raise|2x20-30|20s|I|RPE7|dumbbell
3.One-Handed Hammer Isometric Hold – Dumbbell|2x20-30|20s|I|RPE8|dumbbell
4.Standing Towel Triceps Extension|2x20-30|20s|I|RPE7|body only
5.One-Handed Wrist Extension – Dumbbell|2x20-30|20s|I|RPE8|dumbbell|*MODIFIED
---
PROG:Linear periodization: reduce reps weekly
DELOAD:Week 12: reduce volume 40%, keep intensity"
127,regular,"Build a 3 day weightloss routine
[Context] Level: Advanced | Goal: WeightLoss | Days: 3 | Body fat: 12.3% (lean) | Muscle mass: 54.0kg (high) | Injuries: elbow(severe,7/10),upper_back(severe,7/10) | Equipment: body only,medicine ball,bands,dumbbell,cable,exercise ball,kettlebells,other","PLAN:3d Full Body x3|WeightLoss|Advanced|10w
INJ:elbow(severe,7/10):avoid all elbow-stressing movements;upper_back(severe,7/10):skip heavy pulling movements
---
D1:Full Body A[chest,lats,quadriceps,abdominals]46min
1.Plie Dumbbell Squat|3x12-20|45s|C|RPE9|dumbbell
2.Squat – Belt|3x12-20|45s|C|RPE7|body only
3.Oblique Crunches - On The Floor|3x15-25|30s|I|RPE7|body only
4.Stability Ball Pullover – Dumbbell|3x15-25|30s|I|RPE8|dumbbell|*MODIFIED
5.Single-Arm Hang – Rings|3x12-20|45s|C|RPE8|body only|*MODIFIED
6.Front Squats With Two Kettlebells|3x12-20|45s|C|RPE9|kettlebells
---
D2:Full Body B[shoulders,middle back,hamstrings,biceps]45min
1.Kettlebell Pirate Ships|3x12-20|45s|C|RPE8|kettlebells
2.Seated Dumbbell Press|3x12-20|45s|C|RPE9|dumbbell
3.One-Legged Hip Thrust|3x12-20|45s|C|RPE8|body only
4.One-Arm Kettlebell Clean|3x12-20|45s|C|RPE9|kettlebells
5.Prone Incline Front Raise – Dumbbell|3x15-25|30s|I|RPE8|dumbbell
6.Middle Back Shrug|3x15-25|30s|I|RPE8|dumbbell|*MODIFIED
---
D3:Full Body C[chest,lats,glutes,triceps]46min
1.Single-Arm Front Rack Contralateral Walking Lunge – Kettlebell|3x12-20|45s|C|RPE7|kettlebells
2.Feet-Elevated Bulgarian Row – Ring|3x12-20|45s|C|RPE8|body only|*MODIFIED
3.Burpee|3x12-20|45s|C|RPE9|body only
4.Single-Arm Hang – Rings|3x12-20|45s|C|RPE7|body only|*MODIFIED
5.Prisoner Squat – Bodyweight|3x12-20|45s|C|RPE7|body only
6.Stability Ball Pullover – Dumbbell|3x15-25|30s|I|RPE8|dumbbell|*MODIFIED
---
PROG:Add 1 rep per set each week
DELOAD:Week 10: active recovery only"
128,regular,"Build a 5 day general routine
[Context] Level: Beginner | Goal: General | Days: 5 | Equipment: cable,machine,other,barbell,exercise ball,bands,body only","PLAN:5d ULPPL|General|Beginner|6w
---
D1:Upper[chest,lats,triceps,biceps]51min
1.Decline Bench Press – Barbell|3x8-15|60s|C|RPE8|barbell
2.Dips - Chest Version|3x8-15|60s|C|RPE6|other
3.Row – Barbell|3x8-15|60s|C|RPE7|barbell
4.Bent Over Two-Arm Long Bar Row|3x8-15|60s|C|RPE6|barbell
5.Decline Close-Grip Bench To Skull Crusher|3x8-15|60s|C|RPE7|barbell
6.Drag Curl|3x10-15|60s|I|RPE7|barbell
---
D2:Lower[quadriceps,hamstrings,glutes,calves]61min
1.Bear Crawl Sled Drags|3x8-15|60s|C|RPE8|other
2.Scissors Jump|3x8-15|60s|C|RPE7|body only
3.Smith Machine Stiff-Legged Deadlift|3x8-15|60s|C|RPE6|machine
4.Keg Load|3x8-15|60s|C|RPE8|other
5.Shallow Lunge – Bodyweight|3x8-15|60s|C|RPE8|body only
6.Barbell Step Ups|3x8-15|60s|C|RPE8|barbell
---
D3:Push[chest,shoulders,triceps]62min
1.Standing Cable Chest Press|3x8-15|60s|C|RPE8|cable
2.Push-Up Against Wall|3x8-15|60s|C|RPE7|body only
3.Standing Military Press|3x8-15|60s|C|RPE7|barbell
4.Standing Bradford Press|3x8-15|60s|C|RPE8|barbell
5.Skull Crusher – Barbell|3x8-15|60s|C|RPE6|barbell
6.Lateral Raise – Machine|3x10-15|60s|I|RPE7|machine
---
D4:Pull[lats,middle back,biceps]52min
1.Upright Row – Barbell|3x8-15|60s|C|RPE7|barbell
2.Meadows Row|3x8-15|60s|C|RPE6|body only
3.Straight Arm Lat Pulldown|3x8-15|60s|C|RPE6|cable
4.Supinated Grip Lat Pulldown|3x8-15|60s|C|RPE6|cable
5.High Cable Curls|3x10-15|60s|I|RPE6|cable
6.Row – Barbell|3x8-15|60s|C|RPE8|barbell
---
D5:Legs[quadriceps,hamstrings,glutes,calves]40min
1.Lying Machine Squat|3x8-15|60s|C|RPE8|machine
2.Hack Squat – Machine|3x8-15|60s|C|RPE6|machine
3.Atlas Stone Trainer|3x8-15|60s|C|RPE7|other
4.Barbell Glute Bridge|3x8-15|60s|C|RPE7|barbell
5.Lunge – Bodyweight|3x8-15|60s|C|RPE7|body only
6.Barbell Lunge|3x8-15|60s|C|RPE8|barbell
---
PROG:Increase reps before adding weight
DELOAD:Week 6: reduce volume 40%, keep intensity"
129,regular,"Generate a 6-day weightloss workout plan
[Context] Level: Beginner | Goal: WeightLoss | Days: 6 | Body fat: 29.8% (higher) | Muscle mass: 47.6kg (high) | Injuries: elbow(mild,3/10) | Equipment: body only,medicine ball,barbell,kettlebells,cable,e-z curl bar","PLAN:6d PPL x2|WeightLoss|Beginner|10w
INJ:elbow(mild,3/10):reduce isolation arm volume
---
D1:Push A[chest,shoulders,triceps]54min
1.Chest Push (single response)|3x12-20|45s|C|RPE7|medicine ball
2.Chest Push with Run Release|3x12-20|45s|C|RPE6|medicine ball
3.Standing Bradford Press|3x12-20|45s|C|RPE6|barbell
4.Kettlebell Pirate Ships|3x12-20|45s|C|RPE8|kettlebells
5.Tricep Pushdown – Cable With Rope|3x15-25|30s|I|RPE7|cable|*MONITOR
6.Snatch Shrug|3x15-25|30s|I|RPE8|barbell
---
D2:Pull A[lats,middle back,biceps]60min
1.T-Bar Row with Handle|3x12-20|45s|C|RPE8|barbell
2.Monkey Row|3x12-20|45s|C|RPE8|body only
3.Supinated Grip Lat Pulldown|3x12-20|45s|C|RPE6|cable
4.One Arm Lat Pulldown|3x12-20|45s|C|RPE7|cable
5.Curl – Barbell|3x15-25|30s|I|RPE6|barbell|*MONITOR
6.Full Range-Of-Motion Lat Pulldown|3x12-20|45s|C|RPE6|cable
---
D3:Legs A[quadriceps,hamstrings,glutes,calves]46min
1.Single Leg Butt Kick|3x12-20|45s|C|RPE8|body only
2.Box Squat|3x12-20|45s|C|RPE8|barbell
3.Single-Leg Romanian Deadlift – Landmine|3x12-20|45s|C|RPE7|barbell
4.Sumo Deadlift with Bands|3x12-20|45s|C|RPE8|barbell
5.Lunge – Barbell|3x12-20|45s|C|RPE6|barbell
6.Lunge – Bodyweight|3x12-20|45s|C|RPE6|body only
---
D4:Push B[chest,shoulders,triceps]68min
1.Wide-Grip Barbell Bench Press|3x12-20|45s|C|RPE7|barbell
2.Alternating Floor Press|3x12-20|45s|C|RPE7|kettlebells
3.Alternating Z Press – Double Kettlebell|3x12-20|45s|C|RPE8|kettlebells
4.Standing Military Press|3x12-20|45s|C|RPE6|barbell
5.EZ-Bar Skullcrusher|3x15-25|30s|I|RPE8|e-z curl bar|*MONITOR
6.Cable Shrugs|3x15-25|30s|I|RPE8|cable
---
D5:Pull B[middle back,lats,biceps]41min
1.Seated One-Handed Row – Cable|3x12-20|45s|C|RPE6|cable
2.Backward Medicine Ball Throw|3x12-20|45s|C|RPE8|medicine ball
3.Chin-Up|3x12-20|45s|C|RPE7|body only
4.Pull-Up|3x12-20|45s|C|RPE6|body only
5.EZ-Bar Curl|3x15-25|30s|I|RPE6|e-z curl bar|*MONITOR
6.Bent Over Two-Arm Long Bar Row|3x12-20|45s|C|RPE7|barbell
---
D6:Legs B[hamstrings,glutes,calves]50min
1.Romanian Deadlift – Barbell|3x12-20|45s|C|RPE8|barbell
2.Romanian Deadlift from Deficit|3x12-20|45s|C|RPE8|barbell
3.Kettlebell Turkish Get-Up (Lunge style)|3x12-20|45s|C|RPE6|kettlebells
4.Alternating Side Lunge Pull – Plate|3x12-20|45s|C|RPE6|body only
5.Lying Leg Curl|3x15-25|30s|I|RPE7|body only
6.Rocking Standing Calf Raise|3x15-25|30s|I|RPE8|barbell
---
PROG:Increase reps before adding weight
DELOAD:Every 5 weeks: half volume"
130,regular,"Create a 4-day strength program
[Context] Level: Intermediate | Goal: Strength | Days: 4 | Equipment: kettlebells,bands,barbell,exercise ball,body only","PLAN:4d Upper/Lower|Strength|Intermediate|8w
---
D1:Upper A[chest,lats,triceps,biceps]46min
1.Push-Up|4x3-6|180s|C|RPE8|body only
2.Clock Push-Up|4x3-6|180s|C|RPE9|body only
3.T-Bar Row with Handle|4x3-6|180s|C|RPE7|barbell
4.Underhand Grip Inverted Row|4x3-6|180s|C|RPE8|body only
5.Skull Crusher – Barbell|4x3-6|180s|C|RPE10|barbell
6.Bottoms-Up Clean From The Hang Position|4x3-6|180s|C|RPE8|kettlebells
---
D2:Lower A[quadriceps,hamstrings,calves,abdominals]69min
1.One-Arm Overhead Kettlebell Squats|4x3-6|180s|C|RPE8|kettlebells
2.Jerk Dip Squat|4x3-6|180s|C|RPE7|barbell
3.Weighted Ball Hyperextension|4x3-6|180s|C|RPE10|exercise ball
4.Double Kettlebell Alternating Hang Clean|4x3-6|180s|C|RPE10|kettlebells
5.Barbell Seated Calf Raise|3x6-10|120s|I|RPE10|barbell
6.Mountain Climbers – BOSU|4x3-6|180s|C|RPE8|body only
---
D3:Upper B[shoulders,middle back,biceps]47min
1.Kettlebell Pirate Ships|4x3-6|180s|C|RPE7|kettlebells
2.Seated Barbell Military Press|4x3-6|180s|C|RPE7|barbell
3.V-Bar Pullup|4x3-6|180s|C|RPE10|body only
4.Chin-Up|4x3-6|180s|C|RPE7|body only
5.Lateral Raise - With Bands|3x6-10|120s|I|RPE9|bands
6.Bottoms-Up Clean From The Hang Position|4x3-6|180s|C|RPE10|kettlebells
---
D4:Lower B[hamstrings,glutes,quadriceps,calves]56min
1.Stiff Leg Barbell Good Morning|4x3-6|180s|C|RPE8|barbell
2.Deadlift – Trap Bar High Handles|4x3-6|180s|C|RPE7|body only
3.Lunge – Bodyweight|4x3-6|180s|C|RPE7|body only
4.Barbell Step Ups|4x3-6|180s|C|RPE8|barbell
5.Sumo Squat – Barbell|4x3-6|180s|C|RPE9|barbell
6.Weighted Sissy Squat|4x3-6|180s|C|RPE9|barbell
---
PROG:Double progression: reps then weight
DELOAD:Week 8: active recovery only"
131,regular,"Plan a 6 day muscle workout routine
[Context] Level: Intermediate | Goal: Muscle | Days: 6 | Body fat: 25.7% (higher) | Muscle mass: 47.5kg (high) | Injuries: knee(moderate,5/10),wrist(moderate,6/10) | Feedback: normal difficulty, rating 4.3, 32 sessions done | Equipment: kettlebells,other,body only,e-z curl bar,barbell","PLAN:6d PPL x2|Muscle|Intermediate|12w
INJ:knee(moderate,5/10):use leg press or machines instead of squats;wrist(moderate,6/10):use machines or cables instead of free weights
FB:normal pref,rating 4.3,32 sessions
---
D1:Push A[chest,shoulders,triceps]66min
1.Anti-Gravity Press|3x8-12|90s|C|RPE7|barbell
2.Standing Bradford Press|3x8-12|90s|C|RPE10|barbell
3.Standing Overhead Barbell Triceps Extension|3x10-15|60s|I|RPE9|barbell
4.Plate Front Raise|3x10-15|60s|I|RPE7|body only
5.Wide-Grip Decline Barbell Pullover|3x10-15|60s|I|RPE10|barbell
6.Isometric Pull-Up Hold|3x10-15|60s|I|RPE9|body only|*LIGHT
---
D2:Pull A[lats,middle back,biceps]57min
1.Barbell Rear Delt Row|3x10-15|60s|I|RPE7|barbell
2.Incline Bench Pull|3x10-15|60s|I|RPE10|barbell
3.Wide-Grip Rear Pull-Up|3x8-12|90s|C|RPE9|body only
4.London Bridges|3x8-12|90s|C|RPE8|other
5.Wrist Roller|3x10-15|60s|I|RPE9|other|*LIGHT
6.Gironda Sternum Chins|3x8-12|90s|C|RPE9|other
---
D3:Legs A[quadriceps,hamstrings,glutes,calves]59min
1.Back Extension|3x10-15|60s|I|RPE10|body only|*LIGHT
2.Butt Lift (Bridge)|3x10-15|60s|I|RPE9|body only
3.Barbell Seated Calf Raise|3x10-15|60s|I|RPE8|barbell|*LIGHT
4.Barbell Side Bend|3x10-15|60s|I|RPE8|barbell
5.Mountain Climbers|3x8-12|90s|C|RPE8|body only|*LIGHT
6.Deadlift – Trap Bar Low Handles|3x8-12|90s|C|RPE9|body only|*LIGHT
---
D4:Push B[chest,shoulders,triceps]55min
1.Split Jerk|3x8-12|90s|C|RPE7|barbell|*LIGHT
2.Bottoms Up Seesaw Overhead Press – Kettlebell|3x8-12|90s|C|RPE7|kettlebells
3.Standing Towel Triceps Extension|3x10-15|60s|I|RPE9|body only
4.Front Raise And Pullover|3x10-15|60s|I|RPE10|barbell
5.Burpee|3x8-12|90s|C|RPE8|body only|*LIGHT
6.Circus Bell|3x8-12|90s|C|RPE10|other
---
D5:Pull B[middle back,lats,biceps]55min
1.Incline Bench Pull|3x10-15|60s|I|RPE8|barbell
2.Rear Delt Row – Barbell|3x10-15|60s|I|RPE7|barbell
3.London Bridges|3x8-12|90s|C|RPE7|other
4.One Arm Chin-Up|3x8-12|90s|C|RPE10|other
5.Standing Palms-Up Barbell Behind The Back Wrist Curl|3x10-15|60s|I|RPE9|barbell|*LIGHT
6.Lying Cambered Barbell Row|3x8-12|90s|C|RPE8|barbell
---
D6:Legs B[hamstrings,glutes,calves]50min
1.Floor Back Extension|3x10-15|60s|I|RPE9|body only
2.Quadruped Hip Extension|3x10-15|60s|I|RPE8|body only|*LIGHT
3.Natural Glute Ham Raise|3x10-15|60s|I|RPE7|body only|*LIGHT
4.Calf Raise – Barbell|3x10-15|60s|I|RPE7|barbell|*LIGHT
5.Power Clean|3x8-12|90s|C|RPE10|barbell|*LIGHT
6.Barbell Glute Bridge|3x8-12|90s|C|RPE10|barbell
---
PROG:Add 1 rep per set each week
DELOAD:Week 12: reduce volume 40%, keep intensity"
